name,author,img_paths,bounding_boxes,text
"Daniel Goleman Omnibus: ""Emotional Intelligence"", ""Working with EQ""",Daniel Goleman,dataset\adjusted_dataset\Personal-Development\0000804.jpg,"[[[1, 475], [511, 475], [511, 512], [1, 512]]]","[""DANIEL GOLEMAN""]"
Power of Your Subconscious Mind,Joseph Murphy,dataset\adjusted_dataset\Personal-Development\0000805.jpg,"[[[34, 160], [478, 160], [478, 212], [34, 212]]]","[""SUBCONSCIOUSI""]"
Buddhist Boot Camp,Timber Hawkeye,dataset\adjusted_dataset\Personal-Development\0000806.jpg,"[[[26, 80], [490, 80], [490, 136], [26, 136]]]","[""Boot CAMP""]"
My Side of the Mountain,Jean George,dataset\adjusted_dataset\Personal-Development\0000807.jpg,"[[[70, 126], [416, 126], [416, 150], [70, 150]]]","[""WSIE / Enc MoURTTNT""]"
"Scholastic Success with Reading Comprehension, Grade 3",Scholastic,dataset\adjusted_dataset\Personal-Development\0000808.jpg,"[[[117, 71], [506, 71], [506, 149], [117, 149]]]","[""Comprehension""]"
The 80/20 Principle,Richard Koch,dataset\adjusted_dataset\Personal-Development\0000809.jpg,"[[[97, 274], [416, 274], [416, 318], [97, 318]]]","[""PRINCIPLE""]"
Seth Speaks,Jane Roberts,dataset\adjusted_dataset\Personal-Development\0000810.jpg,"[[[145, 193], [375, 193], [375, 235], [145, 235]]]","[""STEAKS""]"
Mentors,Russell Brand,dataset\adjusted_dataset\Personal-Development\0000811.jpg,"[[[95, 366], [432, 366], [432, 434], [95, 434]]]","[""MENTORS""]"
Unthinkable,Helen Thomson,dataset\adjusted_dataset\Personal-Development\0000812.jpg,"[[[0, 49], [505, 49], [505, 113], [0, 113]]]","[""Unthinkable""]"
"FAKE: Fake Money, Fake Teachers, Fake Assets",Robert T. Kiyosaki,dataset\adjusted_dataset\Personal-Development\0000813.jpg,[],[]
Overcoming Depression 3rd Edition,Prof Paul Gilbert,dataset\adjusted_dataset\Personal-Development\0000814.jpg,"[[[11, 71], [503, 71], [503, 159], [11, 159]]]","[""OVERCOMING""]"
How it Works: The Student,Jason Hazeley,dataset\adjusted_dataset\Personal-Development\0000815.jpg,"[[[56, 18], [288, 18], [288, 44], [56, 44]]]","[""Hov m Wonks""]"
Heart Thoughts,Louise Hay,dataset\adjusted_dataset\Personal-Development\0000816.jpg,"[[[29, 245], [487, 245], [487, 331], [29, 331]]]","[""THOUGHTS""]"
Effortless Mastery,Kenny Werner,dataset\adjusted_dataset\Personal-Development\0000817.jpg,"[[[22, 30], [476, 30], [476, 106], [22, 106]]]","[""Effortless Mastery""]"
May Cause Miracles,Gabrielle Bernstein,dataset\adjusted_dataset\Personal-Development\0000818.jpg,"[[[22, 326], [485, 326], [485, 392], [22, 392]]]","[""MIRACLES""]"
Eight Dates,Dr John Gottman,dataset\adjusted_dataset\Personal-Development\0000819.jpg,"[[[20, 142], [465, 142], [465, 255], [20, 255]]]","[""Taes""]"
Eleven Rings,Phil Jackson,dataset\adjusted_dataset\Personal-Development\0000820.jpg,"[[[50, 335], [463, 335], [463, 395], [50, 395]]]","[""ELEVEN RINGS""]"
Wisdom of Florence Scovel Shinn,Florence Scovel Shinn,dataset\adjusted_dataset\Personal-Development\0000821.jpg,"[[[68, 474], [440, 474], [440, 502], [68, 502]]]","[""Flarencl ScottShinn""]"
Cribsheet,Emily Oster,dataset\adjusted_dataset\Personal-Development\0000822.jpg,"[[[138, 392], [418, 392], [418, 442], [138, 442]]]","[""available""]"
The Alphabet of the Human Heart,Matthew Johnstone,dataset\adjusted_dataset\Personal-Development\0000823.jpg,"[[[250, 38], [438, 38], [438, 86], [250, 86]]]","[""HIMAH HFART""]"
Thinkertoys,Michael Michalko,dataset\adjusted_dataset\Personal-Development\0000824.jpg,"[[[254, 27], [503, 101], [476, 179], [226, 106]]]","[""ERTOYS""]"
Language of Emotions,Karla McLaren,dataset\adjusted_dataset\Personal-Development\0000825.jpg,"[[[24, 71], [497, 71], [497, 131], [24, 131]]]","[""LANGUAGE""]"
The 52 Lists Project,Moorea Seal,dataset\adjusted_dataset\Personal-Development\0000826.jpg,"[[[97, 153], [405, 153], [405, 221], [97, 221]]]","[""52 lils""]"
5:2 Veggie and Vegan,Kate Harrison,dataset\adjusted_dataset\Personal-Development\0000827.jpg,"[[[35, 143], [295, 143], [295, 185], [35, 185]]]","[""VEGGIE &""]"
The Alcohol Experiment,Annie Grace,dataset\adjusted_dataset\Personal-Development\0000828.jpg,"[[[82, 8], [428, 8], [428, 38], [82, 38]]]","[""CONER TC RE FEYEALED""]"
Play,Stuart Brown,dataset\adjusted_dataset\Personal-Development\0000829.jpg,"[[[37, 92], [490, 92], [490, 284], [37, 284]]]","[""play""]"
13 Things Mentally Strong People Don't Do,Amy Morin,dataset\adjusted_dataset\Personal-Development\0000830.jpg,"[[[33, 227], [274, 227], [274, 275], [33, 275]]]","[""Menally""]"
The Dance of Anger,PH D Harriet Lerner,dataset\adjusted_dataset\Personal-Development\0000831.jpg,"[[[173, 101], [406, 101], [406, 186], [173, 186]]]","[""Dance""]"
Miracles Now,Gabrielle Bernstein,dataset\adjusted_dataset\Personal-Development\0000832.jpg,"[[[43, 113], [466, 113], [466, 205], [43, 205]]]","[""MIRACLES""]"
The Vortex,Esther Hicks,dataset\adjusted_dataset\Personal-Development\0000833.jpg,"[[[100, 94], [411, 94], [411, 222], [100, 222]]]","[""Voitex""]"
Am I Doing This Right?,Tanya Hennessy,dataset\adjusted_dataset\Personal-Development\0000834.jpg,"[[[23, 108], [496, 108], [496, 220], [23, 220]]]","[""THiS TigHT?""]"
Making Movies,Sidney Lumet,dataset\adjusted_dataset\Personal-Development\0000835.jpg,"[[[26, 18], [473, 18], [473, 102], [26, 102]]]","[""MAKING""]"
The Worry Trick,David A. Carbonell,dataset\adjusted_dataset\Personal-Development\0000836.jpg,"[[[19, 170], [495, 170], [495, 251], [19, 251]]]","[""WDRRY TrIck""]"
The Hunger Games,Suzanne Collins,dataset\adjusted_dataset\Personal-Development\0000837.jpg,"[[[49, 411], [256, 411], [256, 455], [49, 455]]]","[""H UNG E P""]"
The Art of Being a Brilliant Teenager,Andy Cope,dataset\adjusted_dataset\Personal-Development\0000838.jpg,"[[[102, 166], [408, 166], [408, 244], [102, 244]]]","[""OF BEING A""]"
Stan Weinstein's Secrets For Profiting in Bull and Bear Markets,Stan Weinstein,dataset\adjusted_dataset\Personal-Development\0000839.jpg,"[[[50, 0], [512, 0], [512, 46], [50, 46]]]","[""san * einsleins""]"
The Artist's Way Workbook,Julia Cameron,dataset\adjusted_dataset\Personal-Development\0000840.jpg,"[[[314, 142], [504, 142], [504, 216], [314, 216]]]","[""ARTTST\""S""]"
Focus,Daniel Goleman,dataset\adjusted_dataset\Personal-Development\0000841.jpg,"[[[17, 155], [505, 155], [505, 263], [17, 263]]]","[""FOlcus""]"
The Magic of Thinking Big,David Joseph Schwartz,dataset\adjusted_dataset\Personal-Development\0000842.jpg,"[[[35, 115], [483, 115], [483, 177], [35, 177]]]","[""THINKING""]"
The Art of Strategy,Avinash K. Dixit,dataset\adjusted_dataset\Personal-Development\0000843.jpg,"[[[164, 281], [506, 281], [506, 368], [164, 368]]]","[""Strategy""]"
Manage Your Pain,Nicholas Michael,dataset\adjusted_dataset\Personal-Development\0000844.jpg,"[[[63, 193], [427, 193], [427, 255], [63, 255]]]","[""Your Pain""]"
I Need Your Love - Is That True?,Byron Katie,dataset\adjusted_dataset\Personal-Development\0000845.jpg,"[[[31, 369], [197, 369], [197, 407], [31, 407]]]","[""1 NEED""]"
"If You Have to Cry, Go Outside",Kelly Cutrone,dataset\adjusted_dataset\Personal-Development\0000846.jpg,"[[[250, 298], [498, 276], [500, 359], [252, 381]]]","[""TSIDE""]"
What If This Is Heaven?,Anita Moorjani,dataset\adjusted_dataset\Personal-Development\0000847.jpg,"[[[20, 0], [512, 0], [512, 117], [20, 117]]]","[""Wiat i""]"
52 Lists For Happiness,Moorea Seal,dataset\adjusted_dataset\Personal-Development\0000848.jpg,"[[[122, 178], [411, 178], [411, 256], [122, 256]]]","[""Harleness""]"
Trillion Dollar Coach,III  Eric Schmidt,dataset\adjusted_dataset\Personal-Development\0000849.jpg,"[[[120, 28], [391, 28], [391, 60], [120, 60]]]","[""TRILLION""]"
Nine Lies About Work,Marcus Buckingham,dataset\adjusted_dataset\Personal-Development\0000850.jpg,"[[[40, 324], [471, 324], [471, 374], [40, 374]]]","[""NINE LIES   ABOUT WORK""]"
The Seat of the Soul,Gary Zukav,dataset\adjusted_dataset\Personal-Development\0000851.jpg,"[[[64, 162], [452, 162], [452, 240], [64, 240]]]","[""SEAT""]"
I Am a Rebel Girl,Francesca Cavallo,dataset\adjusted_dataset\Personal-Development\0000852.jpg,"[[[174, 54], [336, 54], [336, 102], [174, 102]]]","[""I AMa""]"
Talk Like TED,Carmine Gallo,dataset\adjusted_dataset\Personal-Development\0000853.jpg,"[[[50, 130], [463, 130], [463, 221], [50, 221]]]","[""LIKE""]"
Sell or Be Sold,Grant Cardone,dataset\adjusted_dataset\Personal-Development\0000854.jpg,"[[[176, 28], [489, 28], [489, 175], [176, 175]]]","[""SELL""]"
Self-Esteem Workbook for Teens,Lisa M. Schab,dataset\adjusted_dataset\Personal-Development\0000855.jpg,"[[[36, 81], [496, 81], [496, 130], [36, 130]]]","[""warkbook Tor teens""]"
Living in the Heart,Drunvalo Melchizedek,dataset\adjusted_dataset\Personal-Development\0000856.jpg,"[[[46, 20], [452, 20], [452, 98], [46, 98]]]","[""LIVING""]"
Growing Yourself Up,Jenny Brown,dataset\adjusted_dataset\Personal-Development\0000857.jpg,"[[[21, 121], [489, 121], [489, 235], [21, 235]]]","[""vourse up""]"
Armchair Guide to Property Investing,Bryce Holdaway,dataset\adjusted_dataset\Personal-Development\0000858.jpg,"[[[58, 160], [314, 160], [314, 210], [58, 210]]]","[""INVESTING""]"
Am I There Yet?,Mari Andrew,dataset\adjusted_dataset\Personal-Development\0000859.jpg,"[[[145, 109], [505, 109], [505, 173], [145, 173]]]","[""I TReRe TeT?""]"
Big Magic,Elizabeth Gilbert,dataset\adjusted_dataset\Personal-Development\0000860.jpg,"[[[13, 217], [494, 217], [494, 357], [13, 357]]]","[""Mag &""]"
Me. You. A Diary,Dawn French,dataset\adjusted_dataset\Personal-Development\0000861.jpg,"[[[160, 344], [354, 344], [354, 377], [160, 377]]]","[""New Bcok""]"
Writing Down The Bones,Natalie Goldberg,dataset\adjusted_dataset\Personal-Development\0000862.jpg,"[[[114, 129], [401, 129], [401, 149], [114, 149]]]","[""{nringip NirtKenn""]"
Lessons From Madame Chic,Jennifer L. Scott,dataset\adjusted_dataset\Personal-Development\0000863.jpg,"[[[219, 179], [493, 179], [493, 217], [219, 217]]]","[""MAMMI""]"
Super Attractor,Gabrielle Bernstein,dataset\adjusted_dataset\Personal-Development\0000864.jpg,"[[[23, 423], [491, 423], [491, 485], [23, 485]]]","[""SUPER ATTRACTOR""]"
"The Art of Thinking Clearly: Better Thinking, Better Decisions",Rolf Dobelli,dataset\adjusted_dataset\Personal-Development\0000865.jpg,"[[[9, 323], [456, 323], [456, 386], [9, 386]]]","[""thinking clearly""]"
Everyday Positive Thinking,Louise Hay,dataset\adjusted_dataset\Personal-Development\0000866.jpg,"[[[113, 15], [395, 15], [395, 75], [113, 75]]]","[""EVERYDAY""]"
The Power of Habit,Charles Duhigg,dataset\adjusted_dataset\Personal-Development\0000867.jpg,[],[]
"Love, Freedom and Aloneness",Osho,dataset\adjusted_dataset\Personal-Development\0000868.jpg,[],[]
Mindset,Carol S Dweck,dataset\adjusted_dataset\Personal-Development\0000869.jpg,"[[[28, 90], [500, 90], [500, 190], [28, 190]]]","[""mindset""]"
Feel the Fear and Do it Anyway,Susan Jeffers,dataset\adjusted_dataset\Personal-Development\0000870.jpg,"[[[25, 269], [470, 269], [470, 384], [25, 384]]]","[""Anyway""]"
Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Dr. Wayne W. Dyer,dataset\adjusted_dataset\Personal-Development\0000871.jpg,"[[[35, 18], [481, 18], [481, 63], [35, 63]]]","[""Dr: Wayne WDyer""]"
Farm Anatomy,Julia Rothman,dataset\adjusted_dataset\Personal-Development\0000872.jpg,"[[[97, 151], [407, 151], [407, 189], [97, 189]]]","[""EFATOMY""]"
Talent Is Overrated,Geoff Colvin,dataset\adjusted_dataset\Personal-Development\0000873.jpg,"[[[36, 110], [475, 110], [475, 170], [36, 170]]]","[""Overrated""]"
Happiness by Design,Paul Dolan,dataset\adjusted_dataset\Personal-Development\0000874.jpg,"[[[21, 19], [424, 19], [424, 100], [21, 100]]]","[""Happiness""]"
How Successful People Think,John C. Maxwell,dataset\adjusted_dataset\Personal-Development\0000875.jpg,"[[[26, 244], [482, 244], [482, 292], [26, 292]]]","[""SuCCESSFUL""]"
The Art of Travel,Alain de Botton,dataset\adjusted_dataset\Personal-Development\0000876.jpg,"[[[64, 184], [234, 184], [234, 216], [64, 216]]]","[""THEGAT""]"
How to Raise a Happy Toddler,Tizzie Hall,dataset\adjusted_dataset\Personal-Development\0000877.jpg,"[[[91, 225], [463, 225], [463, 341], [91, 341]]]","[""Toddler""]"
Stillness is the Key,Ryan Holiday,dataset\adjusted_dataset\Personal-Development\0000878.jpg,"[[[26, 38], [484, 38], [484, 90], [26, 90]]]","[""STIlLNESs""]"
1 Page at a Time,Adam J. Kurtz,dataset\adjusted_dataset\Personal-Development\0000879.jpg,"[[[107, 103], [397, 103], [397, 167], [107, 167]]]","[""AT A TIME""]"
"The Grief Recovery Handbook, 20th Anniversary Expanded Edition",John W. James,dataset\adjusted_dataset\Personal-Development\0000880.jpg,"[[[192, 126], [382, 126], [382, 156], [192, 156]]]","[""Hndbook""]"
The Rules of Life,Richard Templar,dataset\adjusted_dataset\Personal-Development\0000881.jpg,"[[[143, 198], [367, 198], [367, 252], [143, 252]]]","[""RULES""]"
All Good Things,Stephen Ellcock,dataset\adjusted_dataset\Personal-Development\0000882.jpg,"[[[71, 225], [449, 225], [449, 291], [71, 291]]]","[""THINGS""]"
Special,Melanie Dimmitt,dataset\adjusted_dataset\Personal-Development\0000883.jpg,"[[[318, 444], [458, 444], [458, 470], [318, 470]]]","[""MELRNZ""]"
Incognito,David Eagleman,dataset\adjusted_dataset\Personal-Development\0000884.jpg,"[[[93, 251], [417, 251], [417, 287], [93, 287]]]","[""INCOGNITO""]"
Money Master the Game,Tony Robbins,dataset\adjusted_dataset\Personal-Development\0000885.jpg,"[[[23, 357], [491, 357], [491, 393], [23, 393]]]","[""MASTEKTTHEGAMME""]"
F.U. Money,Dan Lok,dataset\adjusted_dataset\Personal-Development\0000886.jpg,"[[[31, 341], [481, 341], [481, 451], [31, 451]]]","[""FU: MONEY""]"
The Art of Stillness,Pico Iyer,dataset\adjusted_dataset\Personal-Development\0000887.jpg,"[[[137, 335], [481, 335], [481, 375], [137, 375]]]","[""The Artot Stllness""]"
Fish!,Stephen C. Lundin,dataset\adjusted_dataset\Personal-Development\0000888.jpg,"[[[130, 85], [379, 85], [379, 196], [130, 196]]]","[""FiSH!""]"
Ultralearning,Scott H. Young,dataset\adjusted_dataset\Personal-Development\0000889.jpg,"[[[51, 138], [462, 138], [462, 214], [51, 214]]]","[""Ultralearning""]"
Finding Your Own North Star,Martha Beck,dataset\adjusted_dataset\Personal-Development\0000890.jpg,"[[[32, 88], [372, 88], [372, 138], [32, 138]]]","[""FINDING""]"
Tattoos on the Heart,Fr Gregory Boyle,dataset\adjusted_dataset\Personal-Development\0000891.jpg,"[[[48, 120], [343, 120], [343, 187], [48, 187]]]","[""Tattoos""]"
"First, We Make the Beast Beautiful",Sarah Wilson,dataset\adjusted_dataset\Personal-Development\0000892.jpg,"[[[31, 135], [353, 135], [353, 173], [31, 173]]]","[""makc thc beast""]"
Great Thinkers,The School of Life,dataset\adjusted_dataset\Personal-Development\0000893.jpg,"[[[106, 128], [405, 128], [405, 194], [106, 194]]]","[""Thinkers""]"
The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,dataset\adjusted_dataset\Personal-Development\0000894.jpg,"[[[40, 56], [477, 56], [477, 110], [40, 110]]]","[""CULTURE""]"
Audition,Michael Shurtleff,dataset\adjusted_dataset\Personal-Development\0000895.jpg,"[[[161, 151], [275, 151], [275, 171], [161, 171]]]","[""REpDTIc""]"
Value Investing,Bruce C. N. Greenwald,dataset\adjusted_dataset\Personal-Development\0000896.jpg,"[[[3, 219], [508, 219], [508, 384], [3, 384]]]","[""Investing""]"
How To Live With A Huge Penis,Richard Jacob,dataset\adjusted_dataset\Personal-Development\0000897.jpg,"[[[65, 55], [436, 55], [436, 83], [65, 83]]]","[""How Tolyeirnth""]"
So Much I Want to Tell You,Anna Akana,dataset\adjusted_dataset\Personal-Development\0000898.jpg,"[[[153, 153], [355, 153], [355, 197], [153, 197]]]","[""tellYou""]"
Talking to Strangers,Malcolm Gladwell,dataset\adjusted_dataset\Personal-Development\0000899.jpg,"[[[126, 246], [476, 246], [476, 318], [126, 318]]]","[""Strangers""]"
Stumbling on Happiness,Daniel Gilbert,dataset\adjusted_dataset\Personal-Development\0000900.jpg,"[[[0, 22], [460, 22], [460, 111], [0, 111]]]","[""Stumbling""]"
Barking Up the Wrong Tree,Eric Barker,dataset\adjusted_dataset\Personal-Development\0000901.jpg,"[[[23, 139], [489, 139], [489, 207], [23, 207]]]","[""BARKING""]"
The Paradox of Choice,Barry Schwartz,dataset\adjusted_dataset\Personal-Development\0000902.jpg,"[[[224, 89], [484, 89], [484, 121], [224, 121]]]","[""PARADOX""]"
Crazy Sexy Love Notes,Kris Carr,dataset\adjusted_dataset\Personal-Development\0000903.jpg,"[[[151, 94], [475, 94], [475, 159], [151, 159]]]","[""LOVE NOTES""]"
Skin in the Game,Nassim Nicholas Taleb,dataset\adjusted_dataset\Personal-Development\0000904.jpg,"[[[23, 261], [219, 261], [219, 327], [23, 327]]]","[""IN ThE""]"
Unfu*k Yourself,Gary John Bishop,dataset\adjusted_dataset\Personal-Development\0000905.jpg,"[[[49, 195], [464, 195], [464, 255], [49, 255]]]","[""YOUESELA""]"
Womb Wisdom,Padma Aon Prakasha,dataset\adjusted_dataset\Personal-Development\0000906.jpg,"[[[231, 9], [497, 9], [497, 53], [231, 53]]]","[""WISDOM""]"
NLP,Tom Hoobyar,dataset\adjusted_dataset\Personal-Development\0000907.jpg,"[[[36, 62], [478, 62], [478, 186], [36, 186]]]","[""NLP""]"
Your Body's Telling You: Love Yourself,Lise Bourbeau,dataset\adjusted_dataset\Personal-Development\0000908.jpg,"[[[133, 214], [377, 214], [377, 282], [133, 282]]]","[""Love yourself""]"
The Art of Extreme Self Care: Transform Your Life One Month at a Time,Cheryl Richardson,dataset\adjusted_dataset\Personal-Development\0000909.jpg,[],[]
Prakriti,Robert E. Svoboda,dataset\adjusted_dataset\Personal-Development\0000910.jpg,"[[[157, 11], [353, 11], [353, 47], [157, 47]]]","[""Praktiti""]"
How to be Champion,Sarah Millican,dataset\adjusted_dataset\Personal-Development\0000911.jpg,"[[[63, 141], [460, 141], [460, 220], [63, 220]]]","[""CHAMPION""]"
The Crossroads Of Should And Must,Elle Luna,dataset\adjusted_dataset\Personal-Development\0000912.jpg,"[[[69, 105], [434, 105], [434, 160], [69, 160]]]","[""CROTSrOADS""]"
Love Warrior (Oprah's Book Club),Glennon Doyle Melton,dataset\adjusted_dataset\Personal-Development\0000913.jpg,[],[]
The (Honest) Truth About Dishonesty,Dan Ariely,dataset\adjusted_dataset\Personal-Development\0000914.jpg,"[[[31, 239], [468, 239], [468, 307], [31, 307]]]","[""DISHONESTY""]"
Emotional Blackmail,Susan Forward,dataset\adjusted_dataset\Personal-Development\0000915.jpg,"[[[133, 117], [425, 117], [425, 161], [133, 161]]]","[""motional""]"
Simple Abundance,Sarah Ban Breathnach,dataset\adjusted_dataset\Personal-Development\0000916.jpg,"[[[111, 103], [399, 103], [399, 139], [111, 139]]]","[""ABURDANCL""]"
The Rise of Superman,Steven Kotler,dataset\adjusted_dataset\Personal-Development\0000917.jpg,"[[[29, 43], [485, 43], [485, 127], [29, 127]]]","[""IHENISE OF""]"
The Circadian Code,Dr. Satchin Panda,dataset\adjusted_dataset\Personal-Development\0000918.jpg,"[[[35, 269], [477, 269], [477, 357], [35, 357]]]","[""CIRCADIAN""]"
"NOT ""Just Friends""",Shirley P. Glass,dataset\adjusted_dataset\Personal-Development\0000919.jpg,"[[[122, 172], [361, 172], [361, 216], [122, 216]]]","[""Friends""]"
I Can Make You Rich,Paul McKenna,dataset\adjusted_dataset\Personal-Development\0000920.jpg,"[[[16, 12], [512, 12], [512, 88], [16, 88]]]","[""ICAN MAKE YOU""]"
How To Be A Stoic,Massimo Pigliucci,dataset\adjusted_dataset\Personal-Development\0000921.jpg,"[[[93, 105], [423, 105], [423, 141], [93, 141]]]","[""Hovto BE *""]"
Hardwiring Happiness,Rick Hanson,dataset\adjusted_dataset\Personal-Development\0000922.jpg,"[[[95, 51], [459, 51], [459, 87], [95, 87]]]","[""HARDWIRING""]"
The World Atlas of Whisky,Dave Broom,dataset\adjusted_dataset\Personal-Development\0000923.jpg,"[[[72, 123], [443, 123], [443, 161], [72, 161]]]","[""The world atlas of""]"
The People Of The Lie,M. Scott Peck,dataset\adjusted_dataset\Personal-Development\0000924.jpg,"[[[44, 147], [337, 147], [337, 221], [44, 221]]]","[""People""]"
A Liberated Mind,Dr Steven Hayes,dataset\adjusted_dataset\Personal-Development\0000925.jpg,"[[[131, 209], [381, 209], [381, 245], [131, 245]]]","[""LiberATED""]"
Why Am I Afraid to Tell You Who I Am?,John Powell,dataset\adjusted_dataset\Personal-Development\0000926.jpg,[],[]
Care Of The Soul,Thomas Moore,dataset\adjusted_dataset\Personal-Development\0000927.jpg,"[[[16, 259], [313, 259], [313, 331], [16, 331]]]","[""CARE""]"
Three Birds Renovations,Bonnie Hindmarsh,dataset\adjusted_dataset\Personal-Development\0000928.jpg,"[[[102, 106], [404, 106], [404, 132], [102, 132]]]","[""R E NoVatioN$""]"
Living Nonviolent Communication,Marshall B. Rosenberg,dataset\adjusted_dataset\Personal-Development\0000929.jpg,"[[[128, 174], [403, 174], [403, 217], [128, 217]]]","[""Nonviolen""]"
How Emotions Are Made,Lisa Feldman Barrett,dataset\adjusted_dataset\Personal-Development\0000930.jpg,"[[[61, 162], [462, 162], [462, 224], [61, 224]]]","[""Emotions""]"
Built To Sell,John Warrillow,dataset\adjusted_dataset\Personal-Development\0000931.jpg,"[[[21, 5], [483, 5], [483, 119], [21, 119]]]","[""BUILT""]"
The Official Highway Code,Driver and Vehicle Standards Agency (DVSA),dataset\adjusted_dataset\Personal-Development\0000932.jpg,"[[[36, 116], [329, 116], [329, 148], [36, 148]]]","[""The OFFIcIAL""]"
The Richest Man in Babylon,George Samuel Clason,dataset\adjusted_dataset\Personal-Development\0000933.jpg,"[[[45, 0], [371, 0], [371, 113], [45, 113]]]","[""The Richest""]"
Where's the Poop?,Julie Markes,dataset\adjusted_dataset\Personal-Development\0000934.jpg,"[[[168, 74], [340, 74], [340, 126], [168, 126]]]","[""Wheres""]"
Between Parent And Child,Haim G. Ginott,dataset\adjusted_dataset\Personal-Development\0000935.jpg,"[[[21, 155], [484, 155], [484, 220], [21, 220]]]","[""Paren \u20acan""]"
The Universe Has Your Back,Gabrielle Bernstein,dataset\adjusted_dataset\Personal-Development\0000936.jpg,"[[[181, 327], [457, 327], [457, 369], [181, 369]]]","[""VNIV ERSE""]"
A Monk's Guide to Happiness,Gelong Thubten,dataset\adjusted_dataset\Personal-Development\0000937.jpg,"[[[198, 216], [390, 216], [390, 240], [198, 240]]]","[""04r0ness""]"
In the Garden of Thoughts,Dodinsky,dataset\adjusted_dataset\Personal-Development\0000938.jpg,"[[[156, 260], [280, 260], [280, 288], [156, 288]]]","[""The ~\"" puc}""]"
Childhood Disrupted,Donna Jackson Nakazawa,dataset\adjusted_dataset\Personal-Development\0000939.jpg,"[[[46, 61], [455, 61], [455, 135], [46, 135]]]","[""CHILDHOOD""]"
The Success Principles,Jack Canfield,dataset\adjusted_dataset\Personal-Development\0000940.jpg,"[[[122, 459], [491, 459], [491, 495], [122, 495]]]","[""There Ou Tantiobe""]"
Wishes Fulfilled: Mastering the Art of Manifesting,Dr. Wayne Dyer,dataset\adjusted_dataset\Personal-Development\0000941.jpg,"[[[62, 71], [477, 71], [477, 147], [62, 147]]]","[""WISHES""]"
"50 Ways To Draw Your Beautiful, Ordinary Life",Flow Magazine,dataset\adjusted_dataset\Personal-Development\0000942.jpg,"[[[17, 275], [275, 275], [275, 335], [17, 335]]]","[""ORDINARY""]"
How to Teach Your Baby to Read,Glenn J. Doman,dataset\adjusted_dataset\Personal-Development\0000943.jpg,"[[[75, 65], [391, 65], [391, 125], [75, 125]]]","[""pw To Teach""]"
Soul Retrieval,Sandra Ingerman,dataset\adjusted_dataset\Personal-Development\0000944.jpg,"[[[20, 46], [427, 46], [427, 145], [20, 145]]]","[""SOUL""]"
No Hard Feelings,Liz Fosslien,dataset\adjusted_dataset\Personal-Development\0000945.jpg,"[[[47, 111], [474, 111], [474, 175], [47, 175]]]","[""FEELINGS""]"
Getting Past No,William Ury,dataset\adjusted_dataset\Personal-Development\0000946.jpg,"[[[48, 94], [460, 94], [460, 150], [48, 150]]]","[""GETTING""]"
Find Your Artistic Voice,Lisa Congdon,dataset\adjusted_dataset\Personal-Development\0000947.jpg,"[[[248, 195], [491, 195], [491, 276], [248, 276]]]","[""ARTIJTIC""]"
One Simple Thing,Eddie Stern,dataset\adjusted_dataset\Personal-Development\0000948.jpg,"[[[14, 11], [489, 11], [489, 73], [14, 73]]]","[""One Simple Thing""]"
I Can Do It,Louise Hay,dataset\adjusted_dataset\Personal-Development\0000949.jpg,"[[[45, 379], [461, 379], [461, 441], [45, 441]]]","[""I CAN DO IT""]"
Overshare,Rose Ellen Dix,dataset\adjusted_dataset\Personal-Development\0000950.jpg,"[[[55, 51], [449, 51], [449, 202], [55, 202]]]","[""NEHSHHHE""]"
The Complete Works of Florence Scovel Shinn Complete Works of Florence Scovel Shinn,Florence Scovel Shinn,dataset\adjusted_dataset\Personal-Development\0000951.jpg,"[[[74, 333], [441, 333], [441, 376], [74, 376]]]","[""Forence Scovel""]"
Six Thinking Hats,Edward de Bono,dataset\adjusted_dataset\Personal-Development\0000952.jpg,"[[[35, 184], [473, 184], [473, 229], [35, 229]]]","[""S1x Thinking Hats""]"
Option B,Sheryl Sandberg,dataset\adjusted_dataset\Personal-Development\0000953.jpg,"[[[56, 112], [456, 112], [456, 168], [56, 168]]]","[""OPTION B""]"
Surrounded by Idiots,Thomas Erikson,dataset\adjusted_dataset\Personal-Development\0000954.jpg,"[[[24, 62], [482, 62], [482, 112], [24, 112]]]","[""surrounded""]"
Gifts of Imperfect Parenting,Brene Brown,dataset\adjusted_dataset\Personal-Development\0000955.jpg,"[[[48, 221], [375, 221], [375, 310], [48, 310]]]","[""Imperfect""]"
Families And How To Survive Them,Robin Skynner,dataset\adjusted_dataset\Personal-Development\0000956.jpg,"[[[24, 12], [492, 12], [492, 84], [24, 84]]]","[""FAMILIES""]"
The Last Song,Nicholas Sparks,dataset\adjusted_dataset\Personal-Development\0000957.jpg,"[[[97, 379], [404, 379], [404, 427], [97, 427]]]","[""NICAOLAS""]"
Power of Your Subconscious Mind,Dr. Joseph Murphy,dataset\adjusted_dataset\Personal-Development\0000958.jpg,"[[[18, 234], [497, 234], [497, 297], [18, 297]]]","[""Subconscious""]"
Rule #1,Phil Town,dataset\adjusted_dataset\Personal-Development\0000959.jpg,"[[[10, 71], [279, 71], [279, 221], [10, 221]]]","[""BULE""]"
