name,author,img_paths,bounding_boxes,text
The Walking Dead Volume 4: The Heart's Desire,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000311.jpg,[],[]
"Vagabond, Vol. 2 (VIZBIG Edition)",Takehiko Inoue,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000312.jpg,[],[]
"No Game No Life, Vol. 4 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000313.jpg,[],[]
Saga Book Two,Brian K. Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000314.jpg,[],[]
Batman Vol. 5 Zero Year - Dark City (The New 52),Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000315.jpg,[],[]
Every Day,David Levithan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000316.jpg,"[[[42, 18], [483, 18], [483, 129], [42, 129]]]","[""et ery day""]"
Berserk Volume 9,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000317.jpg,"[[[110, 28], [489, 28], [489, 141], [110, 141]]]","[""ersex< 9""]"
"One-Punch Man, Vol. 13",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000318.jpg,[],[]
A Game of Thrones: The Graphic Novel,Daniel Abraham,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000319.jpg,"[[[64, 266], [420, 266], [420, 356], [64, 356]]]","[""game 0i thrones""]"
"Spice and Wolf, Vol. 2 (light novel)",Isuna Hasekura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000320.jpg,[],[]
The Exile,Diana Gabaldon,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000321.jpg,"[[[122, 408], [394, 408], [394, 462], [122, 462]]]","[""exile""]"
Fragments of Horror,Junji Ito,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000322.jpg,[],[]
Thea Stilton and the Ice Treasure,Thea Stilton,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000323.jpg,"[[[90, 96], [420, 96], [420, 198], [90, 198]]]","[""thea stilton jno jaa vze treastee""]"
"One Piece, Vol. 2",Eiichiro Oda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000324.jpg,[],[]
"Pokemon Adventures (Red and Blue), Vol. 1",Hidenori Kusaka,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000325.jpg,[],[]
Avatar: The Last Airbender# The Search Part 1,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000326.jpg,"[[[93, 45], [437, 45], [437, 128], [93, 128]]]","[""avatar tnelns[ rch""]"
The Cat in the Hat,Dr. Seuss,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000327.jpg,"[[[11, 6], [353, 6], [353, 515], [11, 515]]]","[""dr seuss diuut i4 treaar the cat in the hati""]"
Asterix: Omnibus 5,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000328.jpg,[],[]
Asterix: Asterix in Switzerland,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000329.jpg,"[[[7, 0], [500, 0], [500, 166], [7, 166]]]","[""ecoscinniy iaemzx waze asterx in switzerland""]"
All You Need is Kill (manga),Ryosuke Takeuchi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000330.jpg,"[[[39, 23], [393, 23], [393, 67], [39, 67]]]","[""aiii you imeed is""]"
Amulet: The Last Council,Kazu Kibuishi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000331.jpg,[],[]
The Umbrella Academy Volume 3: Hotel Oblivion,Gerard Way,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000332.jpg,"[[[110, 242], [437, 242], [437, 280], [110, 280]]]","[""hmbrela acufmy""]"
Miss Nelson Is Missing!,Harry Allard,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000333.jpg,"[[[142, 123], [381, 123], [381, 309], [142, 309]]]","[""miss nelson i5 missing}""]"
"Demon Slayer: Kimetsu no Yaiba, Vol. 1",Koyoharu Gotouge,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000334.jpg,"[[[37, 2], [285, 2], [285, 111], [37, 111]]]","[""dfmon slayer""]"
Blue Is The Warmest Color,Julie Maroh,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000335.jpg,"[[[233, 335], [459, 335], [459, 509], [233, 509]]]","[""blwe# warmest color julie maroh""]"
Attack on Titan: Volume 10,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000336.jpg,"[[[34, 10], [409, 10], [409, 151], [34, 151]]]","[""nitack on iffd""]"
The Sandman Overture Deluxe Edition,Neil Gaiman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000337.jpg,[],[]
Hyperbole and a Half,Allie Brosh,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000338.jpg,[],[]
Nausicaa of the Valley of the Wind Box Set,Hayao Miyazaki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000339.jpg,[],[]
Daredevil: Born Again,David Muzzucchelli,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000340.jpg,"[[[43, 6], [476, 6], [476, 81], [43, 81]]]","[""daredevil""]"
Avatar: The Last Airbender - The Search Library Edition,Michael Dante DiMartino,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000341.jpg,[],[]
Berserk Volume 10,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000342.jpg,[],[]
Attack On Titan 11,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000343.jpg,[],[]
Wytches Volume 1,Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000344.jpg,,
Fullmetal Alchemist Box Set,Hiromu Arakawa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000345.jpg,[],[]
Alice's Adventures in Wonderland,Lewis Carroll,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000346.jpg,"[[[73, 94], [412, 94], [412, 327], [73, 327]]]","[""alices adventures wonderland""]"
Justice League Vol. 1 Origin (The New 52),Geoff Johns,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000347.jpg,[],[]
Everyone's a Aliebn When Ur a Aliebn Too,Jomny Sun,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000348.jpg,"[[[30, 190], [487, 190], [487, 282], [30, 282]]]","[""everyone'? 0 eliebi hen lt 0 eliebr to8""]"
Attack On Titan 12,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000349.jpg,"[[[33, 1], [404, 1], [404, 126], [33, 126]]]","[""aiack on3zstn""]"
"No Game No Life, Vol. 3 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000350.jpg,[],[]
Smile and Sisters: The Box Set,Raina Telgemeier,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000351.jpg,[],[]
"Assassination Classroom, Vol. 2",Yusei Matsui,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000352.jpg,"[[[34, 42], [478, 42], [478, 90], [34, 90]]]","[""classroom""]"
"Blue Exorcist, Vol. 2",Kazue KATO,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000353.jpg,[],[]
A Scanner Darkly,Philip K. Dick,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000354.jpg,"[[[185, 53], [482, 53], [482, 116], [185, 116]]]","[""philip k djck aocanneroar""]"
Berserk Volume 12,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000355.jpg,"[[[42, 20], [449, 20], [449, 108], [42, 108]]]","[""lerserk""]"
"Black Butler, Vol. 3",Yana Toboso,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000356.jpg,"[[[29, 343], [388, 343], [388, 403], [29, 403]]]","[""elarck jut""]"
"Deadman Wonderland, Vol. 1",Jinsei Kataoka,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000357.jpg,[],[]
Lord of Shadows,Cassandra Clare,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000358.jpg,"[[[24, 301], [488, 301], [488, 408], [24, 408]]]","[""lord o1 shadows cassandr cvre ji t a""]"
Berserk Volume 13,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000359.jpg,"[[[31, 16], [482, 16], [482, 130], [31, 130]]]","[""eerserk 2""]"
The Walking Dead Book 3,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000360.jpg,"[[[91, 283], [442, 283], [442, 470], [91, 470]]]","[""the wnalking dead wook thkod""]"
"Yotsuba&!, Vol. 1",Kiyohiko Azuma,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000361.jpg,[],[]
Asterix: Asterix and the Big Fight,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000362.jpg,"[[[7, 0], [512, 0], [512, 145], [7, 145]]]","[""b dozcdim *stemr doelcd asterixara the blg fph;""]"
"Naruto, Vol. 2",Masashi Kishimoto,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000363.jpg,[],[]
"JoJo's Bizarre Adventure: Part 2--Battle Tendency, Vol. 2",Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000364.jpg,[],[]
The Walking Dead Volume 5: The Best Defense,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000365.jpg,[],[]
"One Piece, Vol. 3",Eiichiro Oda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000366.jpg,[],[]
Berserk Volume 11,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000367.jpg,[],[]
Christmas Magic Painting Book,Fiona Watt,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000368.jpg,"[[[121, 121], [411, 121], [411, 264], [121, 264]]]","[""ghristmas lagic taintoig_ sook""]"
Vinland Saga 2,Makoto Yukimura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000369.jpg,"[[[114, 340], [362, 340], [362, 480], [114, 480]]]","[""uinla sag""]"
"Death Note Black Edition, Vol. 3",Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000370.jpg,[],[]
"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000371.jpg,[],[]
"Dragon Ball Super, Vol. 1",Akira Toriyama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000372.jpg,[],[]
Attack On Titan 13,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000373.jpg,"[[[22, 0], [409, 0], [409, 137], [22, 137]]]","[""attack ontitan""]"
Avatar: The Last Airbender#the Search Part 2,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000374.jpg,[],[]
Batman,Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000375.jpg,,
"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 1",Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000376.jpg,[],[]
From Hell,Alan Moore,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000377.jpg,"[[[249, 454], [503, 454], [503, 492], [249, 492]]]","[""eddie compbell""]"
Preacher Book Two,Garth Ennis,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000378.jpg,[],[]
The Ancient Magus' Bride: Volume 1,Kore Yamazaki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000379.jpg,[],[]
"Black Butler, Vol. 4",Yana Toboso,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000380.jpg,[],[]
"Tokyo Ghoul: re, Vol. 1",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000381.jpg,"[[[14, 6], [496, 6], [496, 54], [14, 54]]]","[""tokyo ghoulte""]"
The Hedge Knight: The Graphic Novel,George R. R. Martin,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000382.jpg,[],[]
"JoJo's Bizarre Adventure: Part 2--Battle Tendency, Vol. 3",Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000383.jpg,[],[]
Death Note (All-in-One Edition),Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000384.jpg,[],[]
"Food Wars!, Vol. 1",Yuto Tsukuda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000385.jpg,[],[]
The Flash Vol. 1 Move Forward (The New 52),Brian Buccellato,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000386.jpg,[],[]
Simon's Cat 3,Simon Tofield,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000387.jpg,[],[]
Hellboy Omnibus Volume 1: Seed Of Destruction,John Byrne,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000388.jpg,[],[]
Romeo and Juliet,William Shakespeare,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000389.jpg,"[[[54, 39], [462, 39], [462, 114], [54, 114]]]","[""romeo and juliet #lumaukrxi""]"
Batman Vol. 7 Endgame (The New 52),Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000390.jpg,[],[]
Fables The Deluxe Edition Book One,Bill Willingham,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000391.jpg,,
World Of Warcraft Chronicle Volume 3,Blizzard Entertainment,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000392.jpg,[],[]
Asterix: Asterix and the Picts,Jean-Yves Ferri,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000393.jpg,[],[]
Berserk Volume 14,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000394.jpg,"[[[40, 20], [443, 20], [443, 110], [40, 110]]]","[""derser0""]"
The Wonderful Wizard Of Oz,Robert Sabuda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000395.jpg,"[[[19, 14], [459, 14], [459, 121], [19, 121]]]","[""iewonderhur wvizard""]"
"Neon Genesis Evangelion 3-in-1 Edition, Vol. 1",Yoshiyuki Sadamoto,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000396.jpg,"[[[2, 0], [495, 0], [495, 144], [2, 144]]]","[""neon genesis evangelion""]"
Asterix: Asterix in Spain,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000397.jpg,"[[[8, 7], [500, 7], [500, 142], [8, 142]]]","[""neoscmtny asterx oczo astelix in spain""]"
Fairy Tail 2,Hiro Mashima,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000398.jpg,[],[]
Made in Abyss Voi. 1,Akihito Tsukushi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000399.jpg,[],[]
Avatar: The Last Airbender#the Search Part 3,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000400.jpg,[],[]
Monster,Naoki Urasawa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000401.jpg,"[[[27, 285], [267, 285], [267, 371], [27, 371]]]","[""~monsjer:""]"
The Resurrectionist,E. B. Hudspeth,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000402.jpg,"[[[62, 34], [446, 34], [446, 60], [62, 60]]]","[""tite tisuitccttokist""]"
The Walking Dead Volume 6: This Sorrowful Life,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000403.jpg,[],[]
"Spice and Wolf, Vol. 3 (light novel)",Isuna Hasekura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000404.jpg,[],[]
Maisy Dresses Up,Lucy Cousins,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000405.jpg,"[[[46, 27], [471, 27], [471, 114], [46, 114]]]","[""maisy dresses up""]"
"No Game No Life, Vol. 5 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000406.jpg,"[[[345, 5], [495, 5], [495, 251], [345, 251]]]","[""no ame td vife 5""]"
Building Stories,Chris Ware,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000407.jpg,[],[]
"Merry Christmas, Geronimo",Geronimo Stilton,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000408.jpg,[],[]
Attack On Titan 14,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000409.jpg,"[[[119, 6], [495, 6], [495, 147], [119, 147]]]","[""afak on titza""]"
The Rising Of The Shield Hero Volume 01: Light Novel,Aneko Yusagi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000410.jpg,[],[]
The Tiny Book of Tiny Stories: Volume 2,Joseph Gordon-Levitt,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000411.jpg,[],[]
The Walking Dead Volume 32,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000412.jpg,[],[]
The Walking Dead: Book 4,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000413.jpg,"[[[76, 268], [445, 268], [445, 473], [76, 473]]]","[""the walking dead wook{oue""]"
Dork Diaries: Once Upon a Dork,Rachel Renee Russell,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000414.jpg,"[[[79, 19], [489, 19], [489, 234], [79, 234]]]","[""rachtl renec russcl derk onee upon a dork""]"
"Haikyu!!, Vol. 2",Haruichi Furudate,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000415.jpg,[],[]
Fables,Bill Willingham,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000416.jpg,[],[]
"Death Note, Vol. 2",Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000417.jpg,[],[]
Star Wars: Darth Vader Volume 1 - Vader,Kieron Gillen,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000418.jpg,"[[[58, 12], [456, 12], [456, 108], [58, 108]]]","[""darth-vader""]"
"Vagabond, Vol. 3 (VIZBIG Edition)",Takehiko Inoue,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000419.jpg,[],[]
"John Constantine, Hellblazer Vol 1",Jamie Delano,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000420.jpg,[],[]
"JoJo's Bizarre Adventure: Part 2--Battle Tendency, Vol. 4",Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000421.jpg,[],[]
Akira Volume 2,Katsuhiro Otomo,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000422.jpg,[],[]
How to Find Flower Fairies,Cicely Mary Barker,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000423.jpg,[],[]
Scott Pilgrim: Scott Pilgrim Versus the World v. 2,Bryan O'Malley,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000424.jpg,[],[]
A Wrinkle in Time,Madeleine L'Engle,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000425.jpg,"[[[44, 324], [472, 324], [472, 451], [44, 451]]]","[""awrinkle in twe""]"
"Legend Of Zelda, The: Art & Artifacts",Nintendo USA,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000426.jpg,[],[]
"Ten Count, Vol. 1",Rihito Takarai,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000427.jpg,[],[]
Palestine,Joe Sacco,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000428.jpg,"[[[8, 2], [510, 2], [510, 118], [8, 118]]]","[""palestine @e sacco""]"
Batman Vol. 6 Graveyard Shift (The New 52),Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000429.jpg,[],[]
JUDGE DREDD COMP CASE FILE 1,John Wagner,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000430.jpg,"[[[287, 310], [491, 310], [491, 357], [287, 357]]]","[""dee @m etofaeie xe files 0t""]"
A Silent Voice 1,Yoshitoki Oima,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000431.jpg,"[[[53, 37], [462, 37], [462, 154], [53, 154]]]","[""silee 0eiee""]"
Descender Volume 1: Tin Stars,Jeff Lemire,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000432.jpg,,
"Fullmetal Alchemist (3-in-1 Edition), Vol. 2",Hiromu Arakawa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000433.jpg,[],[]
"One Piece: East Blue 1-2-3, Vol. 1 (Omnibus Edition)",Eiichiro Oda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000434.jpg,[],[]
Asterios Polyp,David Mazzucchelli,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000435.jpg,"[[[226, 102], [512, 102], [512, 178], [226, 178]]]","[""steros""]"
Habibi,Craig Thompson,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000436.jpg,"[[[139, 75], [392, 75], [392, 153], [139, 153]]]","[""kabibi""]"
Y The Last Man Deluxe Edition Book One,Brian K. Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000437.jpg,[],[]
Paper Girls Volume 3,Brian K. Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000438.jpg,[],[]
A Silent Voice Complete Series Box Set,Yoshitoki Oima,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000439.jpg,[],[]
Deadpool By Daniel Way: The Complete Collection Volume 1,Andy Diggle,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000440.jpg,[],[]
Batman: Death of the Family Book and Joker Mask Set,Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000441.jpg,[],[]
Soppy,Philippa Rice,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000442.jpg,"[[[17, 0], [504, 0], [504, 172], [17, 172]]]","[""sopps""]"
"Spice and Wolf, Vol. 4 (light novel)",Isuna Hasekura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000443.jpg,[],[]
Red Rackham's Treasure,Herge,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000444.jpg,"[[[39, 65], [447, 65], [447, 145], [39, 145]]]","[""red ickaw$ treasure""]"
Cinder,Marissa Meyer,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000445.jpg,[],[]
"No Game No Life, Vol. 7 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000446.jpg,,
Hellboy Volume 1: Seed Of Destruction,Mike Mignola,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000447.jpg,[],[]
"Naruto, Vol. 3",Masashi Kishimoto,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000448.jpg,[],[]
Black Hole,Charles Burns,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000449.jpg,"[[[19, 477], [271, 477], [271, 512], [19, 512]]]","[""c h a rl e $""]"
"Blue Exorcist, Vol. 3",Kazue KATO,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000450.jpg,[],[]
"Tokyo Ghoul: re, Vol. 2",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000451.jpg,"[[[15, 7], [494, 7], [494, 101], [15, 101]]]","[""tokyoghoul:re jui thica""]"
Pluto,Naoki Urasawa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000452.jpg,,
"Assassination Classroom, Vol. 3",Yusei Matsui,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000453.jpg,"[[[36, 19], [480, 19], [480, 88], [36, 88]]]","[""tro h classroom""]"
Neurocomic,Matteo Farinella,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000454.jpg,"[[[92, 86], [426, 86], [426, 118], [92, 118]]]","[""neurucomic""]"
Bitch Planet Volume 1: Extraordinary Machine,Kelly Sue Deconnick,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000455.jpg,[],[]
The Walking Dead Volume 7: The Calm Before,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000456.jpg,[],[]
Preacher Book Three,Garth Ennis,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000457.jpg,[],[]
Mister Miracle,Tom King,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000458.jpg,[],[]
Sailor Moon: v. 2,Naoko Takeuchi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000459.jpg,[],[]
"No Game No Life, Vol. 8 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000460.jpg,[],[]
Asterix: Asterix and the Normans,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000461.jpg,"[[[8, 7], [507, 7], [507, 132], [8, 132]]]","[""agoscny astenx mdelzd nd tme asterix noztts""]"
Awkward,Svetlana Chmakova,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000462.jpg,"[[[24, 21], [479, 21], [479, 109], [24, 109]]]","[""awkward""]"
Am I There Yet?,Mari Andrew,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000463.jpg,[],[]
Noragami Volume 1,Adachitoka,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000464.jpg,"[[[20, 412], [501, 412], [501, 505], [20, 505]]]","[""norrezopi btrx go1""]"
Wings of Fire Graphic Novel #1: The Dragonet Prophecy,Tui T. Sutherland,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000465.jpg,[],[]
"Spice and Wolf, Vol. 6 (light novel)",Isuna Hasekura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000466.jpg,[],[]
"Deadman Wonderland, Vol. 2",Jinsei Kataoka,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000467.jpg,[],[]
"Hunter x Hunter, Vol. 2",Yoshihiro Togashi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000468.jpg,[],[]
Attack On Titan 15,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000469.jpg,"[[[103, 0], [489, 0], [489, 135], [103, 135]]]","[""afask titan""]"
"Dragon Ball (3-in-1 Edition), Vol. 1",Akira Toriyama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000470.jpg,"[[[3, 0], [512, 0], [512, 155], [3, 155]]]","[""lragonball ~in-""]"
"The Saga of Tanya the Evil, Vol. 1 (light novel)",Carlo Zen,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000471.jpg,[],[]
"Bleach, Vol. 1",Tite Kubo,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000472.jpg,"[[[99, 7], [483, 7], [483, 74], [99, 74]]]","[""bleaclrs""]"
"Mindful Monkey, Happy Panda",Lauren Alderfer,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000473.jpg,"[[[35, 27], [482, 27], [482, 152], [35, 152]]]","[""mindful monkey, happr panda""]"
Asterix: Omnibus 11,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000474.jpg,[],[]
Deadly Class Volume 1: Reagan Youth,Rick Remender,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000475.jpg,[],[]
Attack On Titan 28,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000476.jpg,"[[[10, 0], [408, 0], [408, 137], [10, 137]]]","[""attack on titan""]"
